transaction_id,account_id,transaction_date,transaction_type,amount
14139,207,2025-08-05,Credit,2390.90
14140,208,2020-04-19,Debit,435.53
14141,208,2021-09-05,Debit,461.20
14142,208,2024-07-28,Debit,478.77
14143,208,2017-10-24,Credit,175.71
14144,208,2024-08-27,Debit,340.82
14145,208,2020-09-01,Debit,492.09
14146,208,2022-04-24,Credit,102.33
14147,208,2019-05-23,Debit,242.92
14148,208,2019-03-02,Debit,431.77
14149,208,2018-07-31,Debit,40647.74
14150,208,2021-04-15,Debit,39567.86
14151,208,2024-05-20,Credit,276.44
14152,208,2024-07-17,Debit,194.18
14153,208,2021-08-17,Debit,406.86
14154,208,2017-12-18,Debit,544.53
14155,208,2023-12-15,Debit,3151.93
14156,208,2023-12-03,Debit,267.48
14157,208,2025-11-15,Debit,5448.18
14158,208,2025-06-14,Credit,71.80
14159,208,2021-06-25,Debit,311.52
14160,208,2021-07-21,Debit,226.23
14161,208,2017-08-02,Credit,278.88
14162,208,2017-08-09,Debit,275.17
14163,208,2025-01-26,Debit,1648.80
14164,208,2022-11-17,Debit,1093.18
14165,208,2025-04-24,Debit,493.68
14166,208,2022-12-11,Debit,260.88
14167,208,2019-04-12,Credit,61.57
14168,208,2025-04-25,Credit,5840.43
14169,208,2020-04-09,Debit,512.52
14170,208,2023-03-13,Debit,42911.39
14171,208,2024-08-07,Credit,423.42
14172,208,2024-04-15,Debit,406.51
14173,208,2017-12-07,Credit,466.47
14174,208,2022-12-19,Debit,237.67
14175,208,2018-01-17,Debit,541.66
14176,208,2019-07-27,Credit,489.80
14177,208,2022-02-18,Debit,152.80
14178,208,2023-12-28,Debit,3372.78
14179,208,2024-05-01,Credit,189.66
14180,208,2025-04-01,Debit,5427.63
14181,208,2017-10-11,Debit,519.81
14182,208,2017-10-04,Credit,523.87
14183,208,2020-07-21,Debit,144.84
14184,208,2020-05-09,Debit,91.28
14185,208,2020-08-12,Debit,391.82
14186,208,2019-04-08,Debit,463.17
14187,208,2022-08-07,Debit,4127.48
14188,208,2022-10-18,Debit,169.97
14189,208,2025-11-11,Debit,481.79
14190,208,2024-10-30,Credit,544.19
14191,208,2025-09-17,Debit,374.66
14192,208,2022-07-28,Debit,459.27
14193,208,2024-09-13,Debit,450.15
14194,208,2017-11-06,Credit,330.75
14195,208,2024-10-14,Debit,506.79
14196,208,2020-11-10,Debit,194.07
14197,208,2020-07-06,Debit,375.07
14198,208,2023-08-29,Debit,1328.92
14199,208,2020-01-30,Debit,232.37
14200,208,2023-06-26,Credit,261.95
14201,208,2017-12-13,Debit,31079.71
14202,208,2023-09-16,Credit,165.15
14203,208,2023-11-25,Credit,39331.49
14204,208,2020-10-08,Debit,61.21
14205,208,2017-07-19,Debit,275.20
14206,208,2018-03-11,Debit,230.33
14207,208,2025-09-16,Debit,381.96
14208,208,2020-12-10,Credit,517.69
14209,208,2019-08-25,Debit,134.08
14210,208,2025-05-25,Debit,191.33
14211,208,2023-07-15,Credit,68.97
14212,208,2021-05-10,Credit,289.57
14213,208,2020-05-25,Debit,246.02
14214,208,2024-12-14,Credit,433.31
14215,208,2017-09-18,Credit,482.92
14216,208,2018-12-25,Debit,515.90
14217,208,2021-10-28,Credit,543.58
14218,208,2024-02-28,Credit,68.25
14219,208,2018-04-01,Debit,103.85
14220,208,2019-12-23,Debit,117.62
14221,208,2024-08-15,Credit,58.77
14222,209,2025-08-10,Credit,482.85
14223,209,2025-12-10,Credit,393.66
14224,209,2025-02-05,Debit,151.71
14225,209,2025-02-02,Debit,164.22
14226,209,2025-12-15,Debit,262.91
14227,209,2024-02-09,Credit,2598.08
14228,209,2024-05-09,Debit,3768.09
14229,209,2025-03-31,Debit,57.38
14230,209,2023-11-17,Debit,470.57
14231,209,2023-11-06,Debit,546.59
14232,209,2025-11-07,Credit,2514.27
14233,209,2025-11-22,Credit,516.55
14234,209,2025-03-28,Debit,469.79
14235,209,2025-08-28,Debit,136.08
14236,209,2024-08-22,Debit,4192.05
14237,209,2025-02-08,Debit,468.12
14238,209,2025-09-20,Debit,352.47
14239,209,2025-04-13,Debit,237.89
14240,209,2024-06-29,Debit,385.79
14241,209,2024-10-03,Credit,469.37
14242,209,2025-09-04,Credit,518.66
14243,209,2025-02-05,Credit,145.16
14244,209,2025-05-12,Debit,43797.45
14245,209,2025-09-12,Debit,130.14
14246,209,2024-07-09,Debit,4025.68
14247,209,2024-11-16,Credit,419.64
14248,209,2024-07-18,Debit,4372.72
14249,209,2025-03-13,Credit,185.18
14250,209,2025-09-12,Debit,2514.14
14251,209,2025-01-21,Credit,452.79
14252,209,2025-08-12,Debit,513.38
14253,209,2024-09-02,Credit,323.52
14254,209,2025-02-24,Debit,3504.81
14255,209,2024-06-03,Debit,190.36
14256,209,2024-05-12,Debit,142.02
14257,209,2025-03-22,Credit,363.98
14258,209,2023-10-15,Debit,5165.80
14259,209,2024-09-14,Debit,410.02
14260,209,2025-12-06,Debit,470.10
14261,209,2023-10-16,Credit,92.72
14262,209,2024-09-16,Credit,431.67
14263,209,2023-10-10,Debit,378.65
14264,209,2024-06-10,Credit,141.78
14265,209,2023-11-07,Debit,158.94
14266,209,2024-11-01,Debit,537.05
14267,209,2024-02-28,Credit,298.18
14268,209,2024-08-27,Debit,90.07
14269,209,2023-10-15,Credit,428.52
14270,209,2024-01-06,Credit,2739.35
14271,209,2025-08-31,Debit,272.92
14272,209,2024-11-24,Credit,447.61
14273,209,2025-12-06,Debit,212.86
14274,209,2024-03-13,Debit,391.58
14275,209,2025-07-27,Debit,365.05
14276,209,2023-10-26,Debit,476.38
14277,209,2025-10-27,Credit,4752.72
14278,209,2023-12-07,Debit,3438.62
14279,209,2025-06-05,Debit,204.92
14280,209,2024-01-18,Credit,2038.45
14281,209,2023-12-07,Credit,3539.10
14282,209,2024-03-31,Debit,502.75
14283,209,2025-05-09,Credit,429.54
14284,209,2024-12-23,Credit,498.07
14285,209,2025-01-19,Debit,79.16
14286,209,2025-03-21,Debit,128.59
14287,209,2025-10-11,Debit,437.23
14288,209,2023-11-26,Debit,459.45
14289,209,2024-08-12,Credit,253.50
14290,209,2025-02-13,Credit,301.13
14291,209,2024-07-23,Credit,271.07
14292,209,2025-04-12,Debit,180.79
14293,209,2025-11-23,Debit,269.97
14294,209,2024-08-11,Debit,479.40
14295,209,2025-02-01,Debit,447.92
14296,209,2024-05-14,Debit,236.79
14297,209,2025-09-16,Credit,529.54
14298,209,2025-05-11,Debit,181.53
14299,209,2024-09-20,Debit,328.41
14300,209,2025-11-19,Debit,460.61
14301,209,2025-05-08,Debit,360.66
14302,209,2024-11-23,Debit,94.25
14303,209,2024-11-04,Debit,505.79
14304,209,2025-07-13,Credit,195.34
14305,209,2025-03-31,Credit,349.62
14306,209,2024-07-08,Debit,49900.37
14307,209,2025-07-15,Debit,299.59
14308,209,2024-09-23,Credit,5807.42
14309,209,2025-01-11,Debit,322.55
14310,209,2025-02-08,Credit,423.72
14311,209,2023-12-18,Debit,475.77
14312,209,2024-02-15,Debit,275.91
14313,209,2024-09-29,Debit,303.59
14314,209,2025-06-17,Debit,87.56
14315,210,2025-10-29,Debit,60.87
14316,210,2025-12-21,Credit,1589.33
14317,210,2025-08-27,Debit,158.84
14318,210,2025-04-28,Debit,366.33
14319,210,2025-07-23,Credit,330.09
14320,210,2025-04-12,Credit,206.70
14321,210,2025-07-28,Debit,276.10
14322,210,2025-07-01,Credit,498.83
14323,210,2025-09-24,Debit,3884.93
14324,210,2025-10-06,Debit,118.46
14325,210,2025-04-16,Debit,402.88
14326,210,2025-03-03,Debit,242.90
14327,210,2025-06-05,Credit,400.27
14328,210,2025-11-16,Debit,542.26
14329,210,2025-08-14,Credit,365.11
14330,210,2025-10-02,Credit,493.22
14331,210,2025-06-23,Credit,159.31
14332,210,2025-11-03,Credit,424.83
14333,210,2025-10-02,Debit,436.28
14334,210,2025-11-16,Credit,356.06
14335,210,2025-06-01,Debit,19491.32
14336,210,2025-05-04,Debit,337.60
14337,210,2025-08-13,Debit,504.45
14338,210,2025-04-21,Debit,168.64
14339,210,2025-10-05,Debit,242.86
14340,210,2025-10-06,Credit,272.71
14341,210,2025-05-31,Credit,205.65
14342,210,2025-10-08,Credit,1156.63
14343,210,2025-10-03,Credit,5363.53
14344,210,2025-08-15,Debit,374.93
14345,210,2025-07-20,Debit,1722.85
14346,210,2025-06-13,Debit,342.21
14347,210,2025-04-23,Debit,344.46
14348,210,2025-08-27,Credit,51823.19
14349,210,2025-06-12,Debit,90.67
14350,210,2025-04-09,Credit,4125.12
14351,210,2025-12-12,Debit,299.41
14352,210,2025-09-24,Debit,541.71
14353,210,2025-10-30,Debit,527.61
14354,210,2025-12-18,Credit,294.54
14355,210,2025-11-14,Debit,34714.02
14356,210,2025-06-05,Debit,475.52
14357,210,2025-05-27,Debit,102.74
14358,210,2025-09-02,Debit,69.86
14359,210,2025-10-20,Debit,5507.54
14360,210,2025-05-22,Debit,108.79
14361,210,2025-03-19,Credit,1251.66
14362,210,2025-03-19,Debit,3352.81
14363,210,2025-09-21,Debit,312.99
14364,210,2025-08-23,Credit,1068.45
14365,210,2025-09-16,Debit,247.39
14366,210,2025-03-06,Credit,170.15
14367,210,2025-10-30,Debit,166.64
14368,210,2025-12-09,Debit,281.71
14369,210,2025-09-04,Credit,397.73
14370,210,2025-03-12,Credit,93.42
14371,210,2025-05-16,Debit,310.69
14372,210,2025-03-09,Debit,378.59
14373,210,2025-09-25,Debit,54148.71
14374,210,2025-09-30,Credit,490.05
14375,210,2025-11-27,Credit,506.85
14376,210,2025-11-19,Debit,2270.87
14377,210,2025-07-02,Debit,218.20
14378,210,2025-04-19,Debit,52478.82
14379,210,2025-05-28,Credit,434.58
14380,210,2025-04-19,Debit,156.31
14381,210,2025-05-25,Debit,541.78
14382,210,2025-03-07,Debit,56458.36
14383,210,2025-03-01,Debit,1014.89
14384,210,2025-09-22,Debit,444.14
14385,210,2025-05-20,Credit,118.95
14386,210,2025-03-20,Credit,510.15
14387,210,2025-04-15,Credit,133.08
14388,210,2025-05-30,Credit,529.22
14389,210,2025-09-20,Debit,197.56
14390,211,2024-07-23,Debit,396.26
14391,211,2025-09-11,Credit,289.17
14392,211,2024-12-30,Debit,4546.31
14393,211,2022-03-07,Debit,150.11
14394,211,2025-06-01,Credit,155.08
14395,211,2022-01-24,Credit,314.98
14396,211,2022-02-04,Debit,1655.06
14397,211,2023-01-26,Debit,525.27
14398,211,2023-04-18,Debit,97.17
14399,211,2025-08-01,Credit,195.99
14400,211,2024-02-13,Credit,537.01
14401,211,2024-12-01,Credit,387.45
14402,211,2023-07-08,Debit,316.73
14403,211,2023-04-18,Credit,50.35
14404,211,2022-02-04,Debit,501.99
14405,211,2022-07-23,Debit,521.87
14406,211,2023-10-15,Credit,420.26
14407,211,2025-02-22,Debit,530.02
14408,211,2025-07-07,Debit,234.05
14409,211,2025-09-26,Debit,3081.25
14410,211,2025-12-01,Credit,370.60
14411,211,2024-01-20,Credit,24380.91
14412,211,2023-05-28,Debit,107.99
14413,211,2021-12-23,Debit,127.72
14414,211,2023-03-28,Debit,464.93
14415,211,2025-11-12,Debit,379.62
14416,211,2022-10-26,Debit,483.61
14417,211,2024-04-30,Debit,397.80
14418,211,2023-06-01,Credit,56.33
14419,211,2024-09-18,Credit,169.01
14420,211,2022-07-16,Credit,473.50
14421,211,2023-09-19,Debit,299.28
14422,211,2024-06-21,Debit,15787.17
14423,211,2024-04-02,Debit,286.01
14424,211,2023-03-16,Debit,177.80
14425,211,2025-08-26,Debit,1705.38
14426,211,2022-12-31,Debit,226.13
14427,211,2022-03-10,Debit,328.48
14428,211,2022-09-11,Credit,503.86
14429,211,2022-03-27,Credit,358.77
14430,211,2023-09-30,Debit,165.12
14431,211,2025-10-01,Credit,3529.83
14432,211,2023-11-16,Debit,531.66
14433,211,2024-11-28,Debit,396.73
14434,211,2023-01-21,Credit,1161.42
14435,211,2025-02-08,Debit,264.33
14436,211,2023-01-18,Credit,511.78
14437,211,2025-02-08,Debit,354.46
14438,211,2023-03-08,Debit,300.39
14439,211,2022-02-22,Debit,1492.47
14440,211,2023-06-23,Credit,76.85
14441,211,2024-09-07,Credit,340.74
14442,211,2024-04-19,Credit,273.63
14443,211,2025-12-02,Debit,507.31
14444,211,2023-02-11,Credit,135.09
14445,211,2022-03-06,Credit,273.12
14446,211,2025-10-16,Credit,67.07
14447,211,2024-09-07,Debit,494.18
14448,211,2022-05-06,Debit,95.82
14449,211,2024-03-19,Debit,502.51
14450,211,2024-06-13,Credit,237.49
14451,211,2025-05-09,Debit,495.05
14452,211,2023-12-26,Credit,295.72
14453,211,2025-01-12,Debit,29680.40
14454,211,2024-09-18,Debit,427.19
14455,211,2023-02-14,Debit,397.27
14456,211,2022-07-11,Credit,469.38
14457,211,2025-05-29,Debit,316.50
14458,211,2022-06-10,Credit,183.34
14459,211,2022-04-28,Debit,269.84
14460,211,2023-08-21,Debit,443.17
14461,211,2024-05-11,Debit,50815.27
14462,211,2025-05-18,Credit,437.12
14463,211,2022-02-11,Debit,367.10
14464,211,2022-03-18,Debit,1255.79
14465,211,2025-03-17,Debit,1535.53
14466,211,2022-04-29,Debit,5043.45
14467,211,2023-08-20,Credit,87.00
14468,211,2023-10-23,Credit,59947.78
14469,211,2022-12-29,Debit,307.87
14470,211,2023-06-01,Debit,153.77
14471,211,2025-08-08,Credit,233.43
14472,211,2023-11-24,Debit,1610.23
14473,211,2023-06-24,Credit,17768.83
14474,211,2023-04-26,Credit,373.14
14475,211,2024-05-21,Credit,457.03
14476,211,2023-03-30,Credit,1931.02
14477,211,2023-07-13,Credit,215.35
14478,211,2024-03-22,Credit,3883.28
14479,211,2024-04-28,Credit,100.41
14480,212,2023-02-02,Debit,270.94
14481,212,2024-09-28,Debit,405.84
14482,212,2024-10-23,Debit,413.52
14483,212,2022-09-12,Debit,304.28
14484,212,2022-04-23,Credit,223.19
14485,212,2022-08-11,Debit,1737.54
14486,212,2022-06-26,Credit,503.57
14487,212,2023-05-09,Debit,175.61
14488,212,2022-11-14,Debit,55264.16
14489,212,2024-11-11,Debit,269.75
14490,212,2022-12-10,Debit,351.25
14491,212,2024-04-24,Debit,173.28
14492,212,2022-12-21,Debit,3445.03
14493,212,2025-11-30,Credit,512.77
14494,212,2023-11-05,Credit,132.91
14495,212,2024-02-11,Credit,491.47
14496,212,2022-12-28,Debit,5753.32
14497,212,2024-07-20,Debit,171.49
14498,212,2022-09-19,Credit,404.62
14499,212,2024-05-08,Credit,1446.36
14500,212,2022-11-28,Credit,294.56
14501,212,2024-05-28,Debit,161.64
14502,212,2025-03-17,Debit,175.65
14503,212,2023-10-24,Credit,466.63
14504,212,2023-08-26,Debit,441.60
14505,212,2025-06-02,Debit,123.06
14506,212,2025-07-02,Credit,2914.12
14507,212,2024-06-19,Debit,116.14
14508,212,2023-07-09,Debit,120.52
14509,212,2023-04-16,Debit,4921.23
14510,212,2023-07-17,Credit,280.44
14511,212,2023-01-03,Credit,398.45
14512,212,2024-10-03,Debit,145.12
14513,212,2022-03-22,Debit,51888.27
14514,212,2024-02-02,Credit,45149.17
14515,212,2023-03-01,Credit,155.81
14516,212,2022-06-08,Debit,1376.10
14517,212,2022-08-02,Credit,453.13
14518,212,2024-10-19,Debit,3590.93
14519,212,2023-01-10,Credit,5112.47
14520,212,2025-05-08,Debit,134.42
14521,212,2023-12-17,Debit,538.67
14522,212,2025-06-28,Debit,48310.33
14523,212,2023-06-01,Credit,390.63
14524,212,2022-12-10,Credit,79.38
14525,212,2025-12-18,Debit,174.76
14526,212,2024-03-21,Debit,130.49
14527,212,2025-10-23,Credit,420.32
14528,212,2025-10-21,Debit,147.49
14529,212,2022-10-12,Credit,338.51
14530,212,2023-11-21,Debit,535.20
14531,212,2023-08-29,Credit,343.89
14532,212,2025-11-23,Debit,130.84
14533,212,2024-11-11,Credit,37116.01
14534,212,2022-08-30,Debit,302.20
14535,212,2025-05-12,Debit,51.11
14536,212,2023-04-25,Credit,347.52
14537,212,2022-12-27,Credit,371.91
14538,212,2023-02-09,Credit,13741.34
14539,212,2023-12-11,Debit,212.04
14540,212,2025-08-15,Credit,206.25
14541,213,2023-04-21,Debit,547.27
14542,213,2022-11-12,Debit,543.11
14543,213,2023-05-03,Credit,416.72
14544,213,2022-04-24,Debit,62.25
14545,213,2025-11-09,Debit,2737.73
14546,213,2023-11-19,Credit,117.71
14547,213,2024-11-28,Debit,112.32
14548,213,2024-02-15,Debit,4470.22
14549,213,2022-01-05,Credit,4066.19
14550,213,2024-05-18,Credit,173.86
14551,213,2025-04-04,Credit,2648.47
14552,213,2022-08-27,Debit,543.44
14553,213,2024-03-26,Credit,58.22
14554,213,2022-01-11,Debit,364.26
14555,213,2025-11-28,Credit,100.27
14556,213,2023-09-12,Debit,2792.38
14557,213,2021-11-13,Debit,239.22
14558,213,2025-11-12,Credit,412.35
14559,213,2023-05-01,Debit,303.34
14560,213,2022-10-31,Debit,314.90
14561,213,2024-05-11,Debit,531.40
14562,213,2024-10-23,Credit,240.11
14563,213,2022-06-30,Debit,169.77
14564,213,2023-09-17,Debit,4232.33
14565,213,2023-04-05,Credit,81.00
14566,213,2024-09-07,Debit,237.60
14567,213,2024-09-23,Debit,1821.62
14568,213,2024-01-20,Debit,184.26
14569,213,2023-12-16,Credit,152.06
14570,213,2023-02-24,Credit,1438.50
14571,213,2022-12-10,Debit,371.89
14572,213,2023-10-06,Credit,368.31
14573,213,2025-11-06,Credit,12361.53
14574,213,2024-11-21,Debit,502.50
14575,213,2022-08-07,Debit,424.96
14576,213,2025-05-16,Credit,274.78
14577,213,2023-06-01,Debit,484.44
14578,213,2023-10-28,Debit,466.04
14579,213,2022-06-11,Credit,427.25
14580,213,2022-04-04,Credit,546.57
14581,213,2025-05-11,Credit,273.27
14582,213,2022-02-08,Debit,495.48
14583,213,2024-06-28,Credit,1073.61
14584,213,2023-03-20,Credit,301.66
14585,213,2025-06-24,Debit,501.00
14586,213,2021-10-08,Debit,407.91
14587,213,2025-01-16,Credit,183.22
14588,213,2021-09-12,Debit,299.29
14589,213,2022-09-19,Credit,511.08
14590,213,2023-12-14,Debit,49986.88
14591,213,2022-03-07,Debit,337.93
14592,213,2024-02-09,Debit,316.90
14593,213,2025-08-20,Credit,1639.46
14594,213,2024-07-10,Debit,156.27
14595,213,2023-05-13,Debit,272.20
14596,213,2023-04-10,Debit,351.39
14597,213,2025-11-07,Debit,496.46
14598,213,2022-09-01,Credit,350.38
14599,213,2024-06-20,Debit,45654.10
14600,213,2023-06-30,Credit,269.42
14601,213,2022-12-11,Debit,155.43
14602,213,2024-08-01,Credit,107.45
14603,213,2021-09-16,Debit,290.18
14604,213,2022-07-13,Debit,322.54
14605,213,2023-11-11,Debit,76.19
14606,213,2022-05-11,Debit,325.15
14607,213,2025-08-13,Debit,362.47
14608,213,2023-05-30,Debit,309.12
14609,213,2023-09-14,Credit,57.44
14610,213,2024-04-18,Debit,240.62
14611,213,2025-05-20,Credit,57.05
14612,213,2025-06-06,Credit,150.03
14613,213,2022-01-24,Debit,195.24
14614,213,2025-09-05,Credit,314.72
14615,213,2025-09-19,Debit,172.45
14616,213,2023-03-15,Credit,380.45
14617,213,2023-10-31,Debit,236.51
14618,213,2023-10-16,Debit,516.77
14619,213,2023-08-29,Debit,518.65
14620,213,2025-03-04,Debit,42502.30
14621,213,2023-06-15,Debit,443.99
14622,213,2024-02-18,Credit,1299.12
14623,213,2023-11-06,Debit,458.96
14624,213,2024-02-06,Debit,327.01
14625,213,2023-01-08,Debit,3181.98
14626,213,2022-03-03,Debit,71.35
14627,213,2022-01-05,Credit,397.55
14628,213,2022-01-26,Credit,238.78
14629,213,2023-02-11,Credit,229.38
14630,213,2022-07-14,Credit,2374.54
14631,213,2024-08-15,Debit,289.52
14632,213,2025-06-27,Debit,515.66
14633,213,2022-11-23,Debit,434.17
14634,213,2022-09-04,Debit,246.83
14635,213,2025-02-28,Credit,233.52
14636,213,2022-05-07,Credit,143.43
14637,213,2023-02-13,Credit,484.77
14638,213,2021-10-31,Debit,56947.70
14639,213,2023-07-09,Credit,482.72
14640,213,2025-09-17,Debit,18986.24
14641,213,2021-12-06,Debit,405.69
14642,213,2025-07-14,Debit,215.84
14643,213,2023-01-20,Debit,256.13
14644,213,2023-03-03,Debit,176.51
14645,213,2022-04-08,Debit,4168.40
14646,213,2022-01-18,Debit,246.39
14647,213,2022-09-06,Debit,95.60
14648,213,2025-07-07,Credit,505.99
14649,213,2025-10-17,Credit,170.14
14650,213,2025-12-17,Debit,26856.64
14651,213,2023-03-10,Credit,119.71
14652,213,2023-11-27,Debit,218.62
14653,213,2022-07-06,Credit,374.33
14654,213,2022-01-19,Debit,249.50
14655,213,2025-11-23,Debit,182.99
14656,213,2022-06-21,Credit,225.31
14657,213,2024-08-29,Credit,365.77
14658,213,2025-04-11,Debit,469.94
14659,213,2024-12-15,Credit,425.05
14660,214,2025-01-30,Credit,542.69
14661,214,2022-05-17,Credit,303.95
14662,214,2022-09-24,Debit,180.05
14663,214,2022-12-23,Credit,365.63
14664,214,2023-02-08,Credit,108.08
14665,214,2022-03-25,Debit,55.18
14666,214,2021-12-02,Credit,535.48
14667,214,2021-12-12,Credit,1610.69
14668,214,2025-07-31,Debit,76.15
14669,214,2025-03-13,Debit,487.14
14670,214,2025-02-17,Credit,414.13
14671,214,2024-10-22,Debit,387.26
14672,214,2024-10-29,Debit,223.59
14673,214,2023-10-29,Debit,208.74
14674,214,2024-09-23,Debit,459.50
14675,214,2025-07-02,Debit,318.13
14676,214,2023-01-28,Debit,502.10
14677,214,2023-04-20,Debit,101.38
14678,214,2021-11-24,Credit,375.48
14679,214,2024-07-20,Debit,420.37
14680,214,2025-07-17,Debit,455.67
14681,214,2022-07-17,Debit,395.36
14682,214,2022-01-31,Debit,50592.13
14683,214,2025-06-06,Debit,482.11
14684,214,2023-10-14,Debit,53.61
14685,214,2023-09-30,Debit,342.77
14686,214,2022-12-30,Credit,479.25
14687,214,2021-12-06,Credit,209.40
14688,214,2022-07-09,Debit,282.86
14689,214,2022-09-01,Debit,203.06
14690,214,2023-04-26,Debit,125.06
14691,214,2022-06-25,Debit,70.80
14692,214,2025-08-11,Debit,310.10
14693,214,2022-11-28,Debit,4737.14
14694,214,2025-08-09,Credit,5986.41
14695,214,2023-09-07,Credit,111.86
14696,214,2025-07-09,Debit,455.25
14697,214,2023-01-20,Credit,512.30
14698,214,2024-11-01,Credit,4306.48
14699,214,2022-05-23,Debit,361.30
14700,214,2023-09-07,Credit,424.39
14701,214,2024-11-14,Debit,527.72
14702,214,2025-02-23,Debit,401.42
14703,214,2025-01-17,Debit,472.99
14704,214,2025-03-08,Credit,522.02
14705,214,2024-01-02,Credit,172.22
14706,214,2023-02-13,Debit,77.83
14707,214,2022-04-27,Debit,458.76
14708,214,2025-07-05,Credit,477.77
14709,214,2024-04-28,Debit,288.62
14710,214,2025-07-18,Debit,494.94
14711,214,2022-05-22,Debit,510.08
14712,214,2025-08-22,Debit,354.54
14713,214,2025-01-26,Debit,508.02
14714,214,2023-12-27,Credit,102.46
14715,214,2024-05-24,Credit,321.50
14716,214,2025-11-07,Debit,372.54
14717,214,2022-03-22,Debit,4627.45
14718,214,2023-12-20,Credit,80.04
14719,214,2023-10-18,Credit,82.54
14720,214,2025-05-03,Credit,5809.74
14721,214,2025-03-17,Debit,237.76
14722,214,2025-12-17,Debit,498.21
14723,214,2024-08-23,Debit,534.37
14724,214,2025-10-23,Debit,66.82
14725,214,2023-08-23,Debit,357.90
14726,214,2025-09-16,Debit,347.61
14727,214,2025-03-18,Credit,300.46
14728,214,2025-12-06,Credit,428.01
14729,214,2025-11-24,Debit,68.22
14730,214,2024-07-16,Debit,4238.78
14731,214,2024-02-26,Debit,12741.85
14732,214,2024-12-26,Debit,514.06
14733,214,2025-12-18,Debit,89.09
14734,214,2022-07-23,Debit,465.22
14735,214,2024-09-13,Credit,179.44
14736,214,2023-02-28,Debit,496.79
14737,214,2024-05-27,Credit,367.93
14738,214,2023-08-17,Credit,200.83
14739,214,2025-07-11,Debit,41876.86
14740,214,2025-08-02,Credit,506.21
14741,214,2023-01-09,Debit,458.94
14742,214,2025-06-20,Credit,125.52
14743,214,2025-12-09,Debit,532.86
14744,214,2025-07-03,Credit,503.23
14745,214,2024-12-22,Debit,494.99
14746,214,2025-06-18,Credit,454.65
14747,214,2025-07-23,Debit,449.06
14748,214,2022-01-18,Debit,260.19
14749,214,2025-07-19,Credit,521.40
14750,215,2019-03-05,Debit,2729.73
14751,215,2023-02-01,Debit,497.08
14752,215,2023-12-10,Credit,500.28
14753,215,2023-09-21,Debit,21477.89
14754,215,2024-11-28,Debit,497.37
14755,215,2021-06-15,Debit,506.93
14756,215,2018-07-03,Credit,366.92
14757,215,2022-05-12,Credit,334.37
14758,215,2021-11-03,Credit,251.87
14759,215,2024-11-11,Credit,194.46
14760,215,2019-12-07,Debit,512.01
14761,215,2022-12-12,Debit,188.25
14762,215,2021-12-12,Debit,3494.90
14763,215,2025-10-24,Debit,303.28
14764,215,2022-10-12,Debit,136.33
14765,215,2019-03-31,Credit,401.56
14766,215,2023-01-18,Credit,84.86
14767,215,2021-06-23,Debit,354.53
14768,215,2023-08-03,Debit,5035.55
14769,215,2022-03-15,Credit,5582.68
14770,215,2022-09-23,Credit,22240.93
14771,215,2017-12-31,Credit,340.13
14772,215,2018-11-23,Debit,207.91
14773,215,2024-08-18,Debit,438.00
14774,215,2016-01-08,Credit,199.91
14775,215,2016-05-28,Debit,313.58
14776,215,2023-05-01,Debit,53.84
14777,215,2018-02-05,Credit,380.13
14778,215,2016-03-24,Credit,292.51
14779,215,2017-02-18,Debit,29934.53
14780,215,2018-09-20,Credit,83.90
14781,215,2022-03-22,Debit,84.01
14782,215,2016-09-23,Debit,329.15
14783,215,2017-11-08,Debit,164.92
14784,215,2016-01-03,Credit,55.66
14785,215,2025-03-04,Debit,477.47
14786,215,2018-07-22,Debit,326.32
14787,215,2016-10-12,Credit,294.00
14788,215,2023-09-19,Debit,118.84
14789,215,2015-08-23,Credit,209.67
14790,215,2022-04-19,Credit,518.49
14791,215,2017-07-26,Credit,530.20
14792,215,2019-06-11,Credit,160.15
14793,215,2021-09-20,Debit,91.01
14794,215,2018-10-20,Debit,68.77
14795,215,2021-03-01,Credit,432.21
14796,215,2021-12-24,Credit,227.79
14797,215,2022-02-23,Debit,2420.94
14798,215,2019-04-03,Debit,280.08
14799,215,2021-07-21,Credit,162.16
14800,215,2024-10-07,Credit,2319.46
14801,215,2017-02-01,Credit,300.29
14802,215,2024-10-04,Credit,493.22
14803,215,2018-11-13,Credit,154.66
14804,215,2017-01-09,Credit,271.93
14805,215,2021-08-29,Debit,406.65
14806,215,2024-05-31,Credit,248.60
14807,215,2024-09-06,Debit,86.26
14808,215,2024-04-21,Debit,178.57
14809,215,2021-05-07,Debit,49765.06
14810,215,2020-09-29,Credit,265.75
14811,215,2016-08-25,Debit,362.56
14812,215,2016-07-30,Debit,292.76
14813,215,2023-03-05,Debit,348.08
14814,215,2021-05-29,Credit,477.39
14815,215,2021-05-24,Credit,43868.86
14816,215,2021-03-09,Debit,524.25
14817,215,2021-02-01,Credit,385.92
14818,215,2021-02-23,Debit,443.48
14819,215,2025-08-12,Debit,412.72
14820,215,2018-08-23,Debit,472.63
14821,215,2024-08-03,Debit,125.92
14822,215,2020-09-06,Credit,517.90
14823,215,2023-07-04,Debit,165.12
14824,215,2025-04-07,Credit,270.56
14825,215,2023-04-27,Debit,456.06
14826,215,2020-09-11,Debit,141.48
14827,215,2018-09-02,Debit,1612.32
14828,215,2024-12-10,Credit,207.89
14829,215,2021-08-28,Credit,265.05
14830,215,2024-07-03,Debit,531.64
